Contig	ver. 6	ver. 7	Length
ctg7180000008740	LG12	LG12	162410
ctg7180000008740	LG12	Rem. overl.	6288
ctg7180000006832	LG12	LG12	317309
ctg7180000006832	LG12	Rem. overl.	7185
ctg7180000009813	LG12	LG12	34283
ctg7180000009813	LG12	Rem. overl.	9339
ctg7180000006268	LG12	Rem. haplot.	112460
ctg7180000006271	LG12	Rem. haplot.	84274
ctg7180000006281	LG12	Rem. haplot.	44871
ctg7180000006833	LG12	LG12	175912
ctg7180000006833	LG12	Rem. overl.	4532
ctg7180000006835	LG12	LG12	175322
ctg7180000006835	LG12	Rem. overl.	109903
ctg7180000006431	LG12	Rem. haplot.	167327
ctg7180000006376	LG12	LG12	159259
ctg7180000006376	LG12	Rem. overl.	65030
ctg7180000006050	LG12	LG12	70955
ctg7180000006050	LG12	Rem. overl.	67317
ctg7180000006436	LG12	LG12	181247
ctg7180000006436	LG12	Rem. overl.	53155
ctg7180000006482	LG12	LG12	171933
ctg7180000005683	LG12	LG12	139149
ctg7180000005683	LG12	Rem. overl.	7587
ctg7180000006591	LG12	LG12	107061
ctg7180000006142	LG12	LG12	5123
ctg7180000006142	LG12	Rem. overl.	61297
ctg7180000007418	LG12	Rem. haplot.	170645
ctg7180000007305	LG12	LG12	1046133
ctg7180000005973	LG12	Rem. haplot.	29534
ctg7180000006245	LG12	Rem. haplot.	62457
ctg7180000006248	LG12	Rem. haplot.	134767
ctg7180000005751	LG12	LG12	205164
ctg7180000006388	LG12	Rem. haplot.	38727
ctg7180000006842	LG12	Rem. haplot.	38886
ctg7180000006771	LG12	Rem. haplot.	36189
ctg7180000006322	LG12	Rem. haplot.	60992
ctg7180000008504	LG12	LG12	118386
ctg7180000008504	LG12	Rem. overl.	6024
ctg7180000010048	LG12	Put. Y	162247
ctg7180000010429	LG12	Rem. haplot.	20509
ctg7180000005394	LG12	LG12	85031
ctg7180000005574	LG12	Rem. haplot.	57200
ctg7180000008502	LG12	LG12	302963
ctg7180000005389	LG12	Put. X	162706
ctg7180000006718	LG12	Rem. haplot.	30434
ctg7180000007474	LG12	LG11	74509
ctg7180000005694	LG12	Rem. haplot.	76180
ctg7180000005944	LG12	Rem. haplot.	14385
ctg7180000010579	LG12	LG12	257355
ctg7180000010579	LG12	Rem. overl.	7211
ctg7180000005447	LG12	Rem. haplot.	172120
ctg7180000006636	LG12	Rem. haplot.	67383
ctg7180000005670	LG12	Rem. haplot.	15929
ctg7180000006458	LG12	Rem. haplot.	17283
ctg7180000010577	LG12	LG12	349757
ctg7180000010577	LG12	Rem. overl.	55535
ctg7180000005698	LG12	Rem. haplot.	32308
ctg7180000006541	LG12	Rem. haplot.	52291
ctg7180000010588	LG12	LG12	212936
ctg7180000010588	LG12	Rem. overl.	59762
ctg7180000006438	LG12	LG12	53530
ctg7180000005938	LG12	Rem. haplot.	48750
ctg7180000006434	LG12	LG12	140301
ctg7180000006434	LG12	Rem. overl.	4
ctg7180000009405	LG12	LG12	71121
ctg7180000005949	LG12	Rem. haplot.	15480
ctg7180000007693	LG12	Put. Y	127966
ctg7180000008677	LG12	LG12	213123
ctg7180000005925	LG12	Rem. haplot.	16072
ctg7180000005931	LG12	Put. X	29362
ctg7180000005953	LG12	LG12	52477
ctg7180000005953	LG12	Rem. overl.	2384
ctg7180000005988	LG12	LG12	71658
ctg7180000005988	LG12	Rem. overl.	43
ctg7180000006232	LG12	LG12	328165
ctg7180000006232	LG12	Rem. overl.	169746
ctg7180000006329	LG12	LG12	664094
ctg7180000006330	LG12	LG12	82545
ctg7180000006330	LG12	Rem. overl.	2262
ctg7180000006357	LG12	LG12	183929
ctg7180000006379	LG12	Rem. haplot.	192243
ctg7180000006384	LG12	Rem. haplot.	37512
ctg7180000006870	LG12	LG12	201613
ctg7180000006870	LG12	Rem. overl.	11344
ctg7180000007008	LG12	Rem. haplot.	102783
ctg7180000007010	LG12	LG12	321437
ctg7180000007010	LG12	Rem. overl.	5
ctg7180000010600	LG12	Put. X	155272
ctg7180000005686	LG12	LG12	55923
ctg7180000005686	LG12	Rem. overl.	1901
ctg7180000006221	LG12	LG12	78437
ctg7180000006221	LG12	Rem. overl.	26386
ctg7180000006324	LG12	LG12	17392
ctg7180000006324	LG12	Rem. overl.	177039
ctg7180000009616	LG12	LG12	106712
ctg7180000006507	LG12	Rem. haplot.	76570
ctg7180000005631	LG12	LG12	121551
ctg7180000005876	LG12	LG12	616849
ctg7180000010122	LG12	LG12	2921
ctg7180000010122	LG12	Rem. overl.	100114
ctg7180000006452	LG12	Rem. haplot.	192245
ctg7180000006278	LG12	Rem. haplot.	40600
ctg7180000006310	LG12	Rem. haplot.	57578
ctg7180000006366	LG12	LG12	95727
ctg7180000006375	LG12	LG12	126450
ctg7180000006375	LG12	Rem. overl.	8304
ctg7180000006758	LG12	Rem. haplot.	16529
ctg7180000006876	LG12	LG12	9848
ctg7180000006876	LG12	Rem. overl.	25335
ctg7180000006909	LG12	LG12	127668
ctg7180000009491	LG12	LG12	72172
ctg7180000009491	LG12	Rem. overl.	31241
ctg7180000006416	LG12	LG12	32261
ctg7180000006416	LG12	Rem. overl.	269
ctg7180000006576	LG12	LG12	12833
ctg7180000006471	LG12	Rem. haplot.	43131
ctg7180000007584	LG12	LG12	100809
ctg7180000007584	LG12	Rem. overl.	14112
ctg7180000006418	LG12	LG12	167026
ctg7180000006418	LG12	Rem. overl.	7497
ctg7180000005469	LG12	LG12	113564
ctg7180000005469	LG12	Rem. overl.	34
ctg7180000006717	LG12	LG12	40701
ctg7180000010161	LG12	LG12	2821256
ctg7180000010161	LG12	Rem. overl.	62076
ctg7180000009494	LG12	LG12	429758
ctg7180000009494	LG12	Rem. overl.	12830
ctg7180000009495	LG12	LG12	150271
ctg7180000009495	LG12	Rem. overl.	21076
ctg7180000009809	LG12	LG12	2604331
ctg7180000009809	LG12	Rem. overl.	2800
ctg7180000009808	LG12	LG12	694105
ctg7180000007817	LG12	LG12	1141549
ctg7180000007816	LG12	LG12	2299666
ctg7180000006165	LG12	LG12	742270
ctg7180000007116	LG12	LG12	213476
ctg7180000006263	LG12	Put. haplot.	22053
ctg7180000007112	LG12	LG12	745457
ctg7180000005890	LG12	LG12	1745343
ctg7180000005890	LG12	Rem. overl.	11797
ctg7180000006435	LG12	LG12	60944
ctg7180000006435	LG12	Rem. overl.	13975
ctg7180000007108	LG12	LG12	341162
ctg7180000007108	LG12	Rem. overl.	16117
ctg7180000009962	LG12	LG12	266478
ctg7180000009962	LG12	Rem. overl.	161
ctg7180000005863	LG12	LG12	175712
ctg7180000005863	LG12	Rem. overl.	6426
ctg7180000005834	LG12	LG12	161086
ctg7180000006229	LG12	Rem. haplot.	17892
ctg7180000006040	LG12	LG12	582790
ctg7180000006040	LG12	Rem. overl.	6672
ctg7180000006234	LG12	LG12	616872
ctg7180000005986	LG13	LG13	3032501
ctg7180000009609	LG13	LG13	571633
ctg7180000010531	LG13	LG13	714749
ctg7180000010528	LG13	LG13	871190
ctg7180000010528	LG13	Rem. overl.	9385
ctg7180000010526	LG13	LG13	161659
ctg7180000010524	LG13	LG13	822496
ctg7180000010524	LG13	Rem. overl.	12760
ctg7180000008535	LG13	LG13	210787
ctg7180000008535	LG13	Rem. overl.	6138
ctg7180000008527	LG13	LG13	281332
ctg7180000008527	LG13	Rem. overl.	35
ctg7180000010010	LG13	LG13	1037144
ctg7180000010011	LG13	LG13	509532
ctg7180000010011	LG13	Rem. overl.	9375
ctg7180000006946	LG13	LG13	371476
ctg7180000006946	LG13	Rem. overl.	13056
ctg7180000010268	LG13	LG13	359769
ctg7180000010268	LG13	Rem. overl.	5683
ctg7180000005380	LG13	LG13	1754742
ctg7180000005380	LG13	Rem. overl.	8229
ctg7180000010542	LG13	LG13	1124157
ctg7180000010542	LG13	Rem. overl.	8488
ctg7180000010541	LG13	LG13	1420728
ctg7180000010541	LG13	Rem. overl.	8268
ctg7180000010538	LG13	LG13	446830
ctg7180000010538	LG13	Rem. overl.	7445
ctg7180000010535	LG13	LG13	317597
ctg7180000010535	LG20	LG20	920000
ctg7180000009941	LG13	LG13	470566
ctg7180000005322	LG13	LG13	1689824
ctg7180000005322	LG13	Rem. overl.	12832
ctg7180000010553	LG13	LG13	842758
ctg7180000010553	LG13	Rem. overl.	6985
ctg7180000010551	LG13	LG13	1864207
ctg7180000010551	LG13	Rem. overl.	9298
ctg7180000005472	LG13	LG13	19476
ctg7180000005472	LG13	Rem. overl.	14475
ctg7180000010550	LG13	LG13	111677
ctg7180000010550	LG13	Rem. overl.	20902
ctg7180000009771	LG13	LG13	142540
ctg7180000009771	LG13	Rem. overl.	513
ctg7180000007563	LG13	LG13	10397
ctg7180000007563	LG13	Rem. overl.	73433
ctg7180000009052	LG13	LG13	729407
ctg7180000005724	LG13	LG13	221628
ctg7180000005724	LG13	Rem. overl.	9976
ctg7180000009065	LG13	LG13	1282115
ctg7180000009065	LG13	Rem. overl.	12292
ctg7180000009062	LG13	LG13	265599
ctg7180000009062	LG13	Rem. overl.	7272
ctg7180000009784	LG14	LG14	2459488
ctg7180000009784	LG14	Rem. overl.	5505
ctg7180000009934	LG14	LG14	337735
ctg7180000009934	LG14	Rem. overl.	8721
ctg7180000005466	LG14	LG14	271350
ctg7180000005327	LG14	LG14	930153
ctg7180000005327	LG14	Rem. overl.	6270
ctg7180000009751	LG14	LG14	9706729
ctg7180000009751	LG14	Rem. overl.	13158
ctg7180000005428	LG14	LG14	1403098
ctg7180000005428	LG14	Rem. overl.	8552
ctg7180000009745	LG14	LG14	1239973
ctg7180000005741	LG14	LG2	119614
ctg7180000008356	LG15	LG15	507955
ctg7180000007411	LG15	LG15	853720
ctg7180000007411	LG15	Rem. overl.	13880
ctg7180000008737	LG15	LG15	1965496
ctg7180000008737	LG15	Rem. overl.	8312
ctg7180000009317	LG15	LG15	614032
ctg7180000009317	LG15	Rem. overl.	8145
ctg7180000005674	LG15	LG15	118837
ctg7180000006378	LG15	LG15	379080
ctg7180000005663	LG15	LG15	997091
ctg7180000010117	LG15	LG15	11766
ctg7180000010117	LG15	Rem. overl.	16089
ctg7180000005453	LG15	LG15	492699
ctg7180000005453	LG15	Rem. overl.	26693
ctg7180000009036	LG15	LG15	3443113
ctg7180000009037	LG15	LG15	1279992
ctg7180000009037	LG15	Rem. overl.	7051
ctg7180000005484	LG15	LG15	689654
ctg7180000005484	LG15	Rem. overl.	7429
ctg7180000010052	LG15	LG15	298605
ctg7180000010054	LG15	LG15	147648
ctg7180000010054	LG15	Rem. overl.	5587
ctg7180000010038	LG15	LG15	2322609
ctg7180000010038	LG15	Rem. overl.	1516
ctg7180000010037	LG15	LG15	596201
ctg7180000010037	LG15	Rem. overl.	13208
ctg7180000010036	LG15	LG15	1621389
ctg7180000010036	LG15	Rem. overl.	9639
ctg7180000010033	LG15	LG15	1220582
ctg7180000010033	LG15	Rem. overl.	12963
ctg7180000010590	LG15	LG15	337637
ctg7180000010590	LG15	Rem. overl.	8997
ctg7180000005434	LG16	LG16	1362873
ctg7180000005434	LG16	Rem. overl.	6626
ctg7180000006018	LG16	LG16	40555
ctg7180000006018	LG16	Rem. overl.	13849
ctg7180000006850	LG16	LG16	124851
ctg7180000006850	LG16	Rem. overl.	10297
ctg7180000006852	LG16	LG16	128263
ctg7180000006852	LG16	Rem. overl.	25483
ctg7180000006867	LG16	LG16	630726
ctg7180000006306	LG16	LG16	126813
ctg7180000005377	LG16	LG16	1681546
ctg7180000010229	LG16	LG16	487755
ctg7180000010229	LG16	Rem. overl.	19665
ctg7180000010055	LG16	LG16	2082944
ctg7180000010057	LG16	LG16	2271607
ctg7180000010057	LG16	Rem. overl.	6127
ctg7180000008999	LG16	LG16	755822
ctg7180000008999	LG16	Rem. overl.	15412
ctg7180000005616	LG16	LG16	1085585
ctg7180000009963	LG16	LG16	1872192
ctg7180000009965	LG16	LG16	202599
ctg7180000009965	LG16	Rem. overl.	7138
ctg7180000010186	LG16	LG16	350000
ctg7180000010186	LG18	LG18	1786494
ctg7180000005477	LG16	LG16	602863
ctg7180000005877	LG16	LG16	1339979
ctg7180000005877	LG16	Rem. overl.	7521
ctg7180000010263	LG16	LG16	220452
ctg7180000010263	LG16	Rem. overl.	9429
ctg7180000005588	LG16	LG16	154146
ctg7180000005588	LG16	Rem. overl.	1334
ctg7180000005825	LG16	LG16	261743
ctg7180000005825	LG16	Rem. overl.	7311
ctg7180000006975	LG16	LG16	131314
ctg7180000006975	LG16	Rem. overl.	15092
ctg7180000008883	LG16	LG16	1113275
ctg7180000008883	LG16	Rem. overl.	7904
ctg7180000005682	LG16	LG16	957074
ctg7180000005682	LG16	Rem. overl.	11951
ctg7180000006371	LG17	LG17	458907
ctg7180000010520	LG17	LG17	1398621
ctg7180000009167	LG17	LG17	781914
ctg7180000009167	LG17	Rem. overl.	3
ctg7180000009168	LG17	LG17	333628
ctg7180000009168	LG17	Rem. overl.	10053
ctg7180000009170	LG17	LG17	1138179
ctg7180000005353	LG17	LG17	898615
ctg7180000005353	LG17	Rem. overl.	29637
ctg7180000005669	LG17	LG17	1046351
ctg7180000010430	LG17	LG17	974298
ctg7180000010430	LG17	Rem. overl.	8203
ctg7180000010433	LG17	LG17	833986
ctg7180000005326	LG17	LG17	475146
ctg7180000005326	LG17	Rem. overl.	3
ctg7180000008295	LG17	LG17	33093
ctg7180000008295	LG17	Rem. overl.	17087
ctg7180000009931	LG17	LG17	167423
ctg7180000009931	LG17	Rem. overl.	11197
ctg7180000009930	LG17	LG17	258394
ctg7180000009930	LG17	Rem. overl.	5997
ctg7180000007094	LG17	LG17	93230
ctg7180000007094	LG17	Rem. overl.	11290
ctg7180000007097	LG17	LG17	133663
ctg7180000007100	LG17	LG17	1962234
ctg7180000007100	LG17	Rem. overl.	14453
ctg7180000005823	LG17	LG17	544281
ctg7180000005823	LG17	Rem. overl.	26382
ctg7180000007580	LG17	LG17	623930
ctg7180000007580	LG17	Rem. overl.	8015
ctg7180000009613	LG17	LG17	464643
ctg7180000009613	LG17	Rem. overl.	11669
ctg7180000006854	LG17	LG17	274918
ctg7180000006854	LG17	Rem. overl.	9294
ctg7180000009996	LG17	LG17	128516
ctg7180000009996	LG17	Rem. overl.	18181
ctg7180000007576	LG17	LG17	402132
ctg7180000005499	LG17	LG17	46885
ctg7180000005499	LG17	Rem. overl.	3587
ctg7180000010224	LG17	LG17	489615
ctg7180000010224	LG17	Rem. overl.	16463
ctg7180000010223	LG17	LG17	2387037
ctg7180000010223	LG17	Rem. overl.	8065
ctg7180000005475	LG17	LG17	610336
ctg7180000005475	LG17	Rem. overl.	9279
ctg7180000005485	LG17	LG17	1270960
ctg7180000005485	LG17	Rem. overl.	10139
ctg7180000008219	LG17	LG17	763775
ctg7180000008219	LG17	Rem. overl.	8374
ctg7180000009340	LG17	LG17	1722144
ctg7180000009340	LG17	Rem. overl.	7507
ctg7180000010375	LG18	LG18	714688
ctg7180000005870	LG18	LG18	723396
ctg7180000005870	LG18	Rem. overl.	10746
ctg7180000005872	LG18	LG18	553106
ctg7180000007157	LG18	LG18	1737538
ctg7180000007159	LG18	LG18	385252
ctg7180000007159	LG18	Rem. overl.	9432
ctg7180000010469	LG18	LG18	703280
ctg7180000010469	LG18	Rem. overl.	8626
ctg7180000010560	LG18	LG18	466475
ctg7180000010559	LG18	LG18	3258279
ctg7180000010559	LG18	Rem. overl.	5782
ctg7180000010598	LG18	LG18	2338727
ctg7180000010596	LG18	LG18	409019
ctg7180000009514	LG18	LG18	891915
ctg7180000009514	LG18	Rem. overl.	6619
ctg7180000005735	LG18	LG18	706377
ctg7180000005735	LG18	Rem. overl.	15217
ctg7180000005599	LG18	LG18	1425030
ctg7180000005599	LG18	Rem. overl.	15029
ctg7180000005545	LG19	LG19	802675
ctg7180000005545	LG19	Rem. overl.	14323
ctg7180000005547	LG19	Rem. haplot.	19266
ctg7180000010082	LG19	LG19	1912693
ctg7180000010082	LG19	Rem. overl.	3730
ctg7180000010081	LG19	LG19	2813978
ctg7180000010081	LG19	Rem. overl.	118022
ctg7180000010079	LG19	Rem. haplot.	286942
ctg7180000006809	LG19	Rem. haplot.	363365
ctg7180000006810	LG19	Rem. haplot.	161938
ctg7180000006811	LG19	Rem. haplot.	242165
ctg7180000006814	LG19	Rem. haplot.	266097
ctg7180000009398	LG19	Rem. haplot.	63284
ctg7180000009399	LG19	Rem. haplot.	193513
ctg7180000009394	LG19	LG19	2441937
ctg7180000009394	LG19	Rem. overl.	5518
ctg7180000010216	LG19	LG19	753072
ctg7180000010216	LG19	Rem. overl.	17278
ctg7180000010275	LG19	LG19	312904
ctg7180000010275	LG19	Rem. overl.	6538
ctg7180000005385	LG19	LG19	320337
ctg7180000005385	LG19	Rem. overl.	1075
ctg7180000009589	LG19	LG19	1775275
ctg7180000005704	LG19	LG19	484850
ctg7180000005704	LG19	Rem. overl.	13202
ctg7180000009425	LG19	LG19	1601816
ctg7180000009425	LG19	Rem. overl.	9064
ctg7180000010574	LG19	LG19	241850
ctg7180000010574	LG19	Rem. overl.	11003
ctg7180000010571	LG19	LG19	1272214
ctg7180000010571	LG19	Rem. overl.	13136
ctg7180000010508	LG19	LG19	1881313
ctg7180000010510	LG19	LG19	330682
ctg7180000010510	LG19	Rem. overl.	7048
ctg7180000010511	LG19	LG19	309070
ctg7180000009311	LG19	LG19	1309166
ctg7180000009025	LG20	LG20	684737
ctg7180000009025	LG20	Rem. overl.	9410
ctg7180000005451	LG20	LG20	370653
ctg7180000005451	LG20	Rem. overl.	14286
ctg7180000005580	LG20	LG20	292615
ctg7180000009318	LG20	LG20	1081638
ctg7180000009318	LG20	Rem. overl.	7714
ctg7180000008892	LG20	LG20	103829
ctg7180000008892	LG20	Rem. overl.	9174
ctg7180000005793	LG20	LG20	37309
ctg7180000006840	LG20	LG20	1109337
ctg7180000006840	LG20	Rem. overl.	8958
ctg7180000005411	LG20	LG20	1588185
ctg7180000005411	LG20	Rem. overl.	2586
ctg7180000010555	LG20	LG20	2256500
ctg7180000010555	LG20	Rem. overl.	10014
ctg7180000010150	LG20	LG20	817204
ctg7180000010150	LG20	Rem. overl.	12507
ctg7180000010221	LG20	LG20	513281
ctg7180000010221	LG20	Rem. overl.	6785
ctg7180000010175	LG20	LG20	2069384
ctg7180000005887	LG20	LG20	81410
ctg7180000009552	LG20	LG20	147399
ctg7180000009552	LG20	Rem. overl.	4467
ctg7180000009605	LG20	LG20	57736
ctg7180000009605	LG20	Rem. overl.	1801
ctg7180000009886	LG20	LG20	87871
ctg7180000009886	LG20	Rem. overl.	8818
ctg7180000009553	LG20	LG20	252259
ctg7180000009553	LG20	Rem. overl.	10408
ctg7180000010441	LG20	LG20	1107986
ctg7180000010441	LG20	Rem. overl.	2135
ctg7180000009585	LG20	LG20	1257652
ctg7180000009585	LG20	Rem. overl.	7263
ctg7180000009610	LG20	LG20	58812
ctg7180000009610	LG20	Rem. overl.	11472
ctg7180000009921	LG20	LG20	1956035
ctg7180000009921	LG20	Rem. overl.	4083
ctg7180000009922	LG20	LG20	125963
ctg7180000009922	LG20	Rem. overl.	10180
ctg7180000009917	LG20	LG20	83881
ctg7180000005460	LG20	LG20	1021975
ctg7180000005460	LG20	Rem. overl.	10447
ctg7180000005942	LG20	LG20	181894
ctg7180000005942	LG20	Rem. overl.	1
ctg7180000006957	LG20	LG20	2299716
ctg7180000006868	LG21	LG21	1080015
ctg7180000006868	LG21	Rem. overl.	9514
ctg7180000006227	LG21	LG21	250010
ctg7180000006227	LG21	Rem. overl.	1
ctg7180000005520	LG21	LG21	783446
ctg7180000008102	LG21	LG21	3199226
ctg7180000008105	LG21	LG21	1478869
ctg7180000010309	LG21	LG21	1204346
ctg7180000009186	LG21	LG21	65919
ctg7180000009186	LG21	Rem. overl.	10140
ctg7180000009180	LG21	LG21	165370
ctg7180000008856	LG21	LG21	1805532
ctg7180000008856	LG21	Rem. overl.	8800
ctg7180000008857	LG21	LG21	1616114
ctg7180000008857	LG21	Rem. overl.	11607
ctg7180000008858	LG21	LG21	335928
ctg7180000008128	LG21	LG21	118877
ctg7180000008128	LG21	Rem. overl.	3938
ctg7180000006061	LG21	LG21	1021468
ctg7180000005323	Unassigned	Rem. haplot.	16543
ctg7180000005324	Unassigned	Rem. haplot.	8755
ctg7180000005329	Unassigned	Repeat	8516
ctg7180000005328	Unassigned	Rem. haplot.	20810
ctg7180000005330	Unassigned	Rem. haplot.	21871
ctg7180000005333	Unassigned	Rem. haplot.	17258
ctg7180000005334	Unassigned	Rem. haplot.	16966
ctg7180000005335	Unassigned	Rem. haplot.	63448
ctg7180000005336	Unassigned	Rem. haplot.	14512
ctg7180000005337	Unassigned	Rem. haplot.	19499
ctg7180000005339	Unassigned	Rem. haplot.	12812
ctg7180000005340	Unassigned	Rem. haplot.	17917
ctg7180000005341	Unassigned	Rem. haplot.	21532
ctg7180000005342	Unassigned	Rem. haplot.	17454
ctg7180000005343	Unassigned	Rem. haplot.	36798
ctg7180000005344	Unassigned	Rem. haplot.	19696
ctg7180000005345	Unassigned	Rem. haplot.	25029
ctg7180000005346	Unassigned	LG4	18883
ctg7180000005347	Unassigned	Rem. haplot.	10005
ctg7180000005348	Unassigned	Rem. haplot.	8382
ctg7180000005349	Unassigned	Rem. haplot.	14575
ctg7180000005352	Unassigned	Rem. haplot.	14851
ctg7180000005354	Unassigned	Rem. haplot.	14067
ctg7180000005355	Unassigned	Rem. haplot.	17445
ctg7180000005356	Unassigned	Rem. haplot.	26097
ctg7180000005359	Unassigned	Rem. haplot.	19339
ctg7180000005357	Unassigned	Rem. haplot.	18587
ctg7180000005358	Unassigned	Rem. haplot.	21621
ctg7180000005360	Unassigned	Rem. haplot.	22061
ctg7180000005361	Unassigned	LG6	11671
ctg7180000005361	Unassigned	Rem. overl.	12980
ctg7180000005363	Unassigned	Rem. haplot.	17434
ctg7180000005364	Unassigned	Put. haplot.	20128
ctg7180000005369	Unassigned	Rem. haplot.	8816
ctg7180000005373	Unassigned	Rem. haplot.	13953
ctg7180000005370	Unassigned	Rem. haplot.	13579
ctg7180000005372	Unassigned	Put. Y	58141
ctg7180000005375	Unassigned	Rem. haplot.	8869
ctg7180000005376	Unassigned	Rem. haplot.	24615
ctg7180000005378	Unassigned	Rem. haplot.	25022
ctg7180000005379	Unassigned	Rem. haplot.	12676
ctg7180000005381	Unassigned	LG6	10801
ctg7180000005381	Unassigned	Rem. overl.	17345
ctg7180000005382	Unassigned	Rem. haplot.	17595
ctg7180000005384	Unassigned	Rem. haplot.	15603
ctg7180000005386	Unassigned	Rem. haplot.	19644
ctg7180000005387	Unassigned	Rem. haplot.	10993
ctg7180000005388	Unassigned	Rem. haplot.	22443
ctg7180000005390	Unassigned	Rem. haplot.	9586
ctg7180000005391	Unassigned	Repeat	15896
ctg7180000005392	Unassigned	Rem. haplot.	13729
ctg7180000005393	Unassigned	Put. centr.	24756
ctg7180000005395	Unassigned	Repeat	11738
ctg7180000005396	Unassigned	Rem. haplot.	15129
ctg7180000005399	Unassigned	Rem. haplot.	10551
ctg7180000005397	Unassigned	Rem. haplot.	32067
ctg7180000005398	Unassigned	Rem. haplot.	21321
ctg7180000005401	Unassigned	Rem. haplot.	19602
ctg7180000005400	Unassigned	Rem. haplot.	23770
ctg7180000005402	Unassigned	LG1	23063
ctg7180000005402	Unassigned	Rem. overl.	4
ctg7180000005403	Unassigned	Rem. haplot.	16611
ctg7180000005404	Unassigned	Rem. haplot.	15338
ctg7180000005406	Unassigned	Rem. haplot.	15880
ctg7180000005407	Unassigned	Rem. haplot.	16098
ctg7180000005409	Unassigned	Rem. haplot.	14452
ctg7180000005410	Unassigned	Rem. haplot.	120405
ctg7180000005412	Unassigned	Rem. haplot.	19200
ctg7180000005413	Unassigned	Put. autos.	24276
ctg7180000005414	Unassigned	LG1	10009
ctg7180000005414	Unassigned	Rem. overl.	9531
ctg7180000005415	Unassigned	Rem. haplot.	25644
ctg7180000005416	Unassigned	Rem. haplot.	7877
ctg7180000005418	Unassigned	Rem. haplot.	16599
ctg7180000005417	Unassigned	LG15	6459
ctg7180000005417	Unassigned	Rem. overl.	15514
ctg7180000005419	Unassigned	Rem. haplot.	15474
ctg7180000005420	Unassigned	Rem. haplot.	65741
ctg7180000005423	Unassigned	Rem. haplot.	11814
ctg7180000005425	Unassigned	Rem. haplot.	14453
ctg7180000005424	Unassigned	Rem. haplot.	16523
ctg7180000005427	Unassigned	Rem. haplot.	14696
ctg7180000005426	Unassigned	Repeat	20602
ctg7180000005429	Unassigned	Rem. haplot.	23236
ctg7180000005430	Unassigned	Rem. haplot.	11613
ctg7180000005432	Unassigned	Rem. haplot.	13727
ctg7180000005431	Unassigned	LG11	14026
ctg7180000005435	Unassigned	Rem. haplot.	40034
ctg7180000005437	Unassigned	Rem. haplot.	16843
ctg7180000005436	Unassigned	Rem. haplot.	12845
ctg7180000005438	Unassigned	Rem. haplot.	21213
ctg7180000005439	Unassigned	Rem. haplot.	13970
ctg7180000005441	Unassigned	Rem. haplot.	14165
ctg7180000005442	Unassigned	Rem. haplot.	19271
ctg7180000005443	Unassigned	Rem. haplot.	12134
ctg7180000005440	Unassigned	Rem. haplot.	15198
ctg7180000005444	Unassigned	Rem. haplot.	18862
ctg7180000005445	Unassigned	Rem. haplot.	16400
ctg7180000005446	Unassigned	Rem. haplot.	15030
ctg7180000005450	Unassigned	Zero cov.	10817
ctg7180000005448	Unassigned	Rem. haplot.	13630
ctg7180000005449	Unassigned	Rem. haplot.	17640
ctg7180000005452	Unassigned	Rem. haplot.	15037
ctg7180000005454	Unassigned	Rem. haplot.	16801
ctg7180000005455	Unassigned	Rem. haplot.	15016
ctg7180000005457	Unassigned	Rem. haplot.	26146
ctg7180000005458	Unassigned	Rem. haplot.	23260
ctg7180000005459	Unassigned	Rem. haplot.	70970
ctg7180000005461	Unassigned	Rem. haplot.	13249
ctg7180000005463	Unassigned	Rem. haplot.	17934
ctg7180000005462	Unassigned	Rem. haplot.	19196
ctg7180000005464	Unassigned	Rem. haplot.	20118
ctg7180000005465	Unassigned	Put. haplot.	20679
ctg7180000005467	Unassigned	Rem. haplot.	14004
ctg7180000005468	Unassigned	Rem. haplot.	21019
ctg7180000005470	Unassigned	Rem. haplot.	17684
ctg7180000005471	Unassigned	Rem. haplot.	26237
ctg7180000005473	Unassigned	LG13	6574
ctg7180000005473	Unassigned	Rem. overl.	12533
ctg7180000005474	Unassigned	Rem. haplot.	16423
ctg7180000005476	Unassigned	Put. Y	96959
